Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,139.699997,142.449997,138.300003,141.350006,141.350006,22518241
2022-01-04,141.350006,141.550003,137.600006,138.350006,138.350006,10705792
2022-01-05,137.899994,137.899994,133.300003,133.949997,133.949997,15874857
2022-01-06,133.0,133.149994,129.600006,130.0,130.0,23780419
2022-01-07,130.0,131.449997,129.0,129.25,129.25,22846951
2022-01-10,130.5,130.899994,129.399994,130.199997,130.199997,11389370
2022-01-11,131.0,132.5,130.0,131.300003,131.300003,15396652
2022-01-12,132.100006,132.899994,131.600006,132.25,132.25,8004430
2022-01-13,132.5,133.449997,132.350006,133.100006,133.100006,6535224
2022-01-14,133.100006,134.449997,132.050003,133.600006,133.600006,9443928
2022-01-17,133.600006,134.5,133.0,134.0,134.0,7515979
2022-01-18,134.5,134.600006,132.800003,133.050003,133.050003,9428096
2022-01-19,131.699997,132.399994,128.25,129.199997,129.199997,27812341
2022-01-20,127.949997,130.699997,125.0,125.199997,125.199997,23290545
2022-01-21,125.150002,125.150002,112.550003,113.650002,113.650002,59805922
2022-01-24,114.0,114.199997,90.949997,91.349998,91.349998,167044739
2022-01-25,90.949997,100.449997,84.150002,100.449997,100.449997,138336211
2022-01-27,98.0,98.0,90.449997,90.5,90.5,106488772
2022-01-28,93.599998,96.449997,88.800003,89.550003,89.550003,61452438
2022-01-31,91.349998,92.5,89.650002,90.400002,90.400002,20203799
2022-02-01,91.75,95.800003,91.050003,94.550003,94.550003,32606751
2022-02-02,95.75,99.75,94.800003,98.900002,98.900002,18674088
2022-02-03,98.5,98.5,96.099998,97.099998,97.099998,9769090
2022-02-04,97.199997,97.849998,93.599998,94.199997,94.199997,15354384
2022-02-07,95.099998,95.5,93.349998,93.550003,93.550003,10900141
2022-02-08,94.349998,94.650002,91.25,93.550003,93.550003,9026735
2022-02-09,94.5,95.449997,93.599998,94.199997,94.199997,7876462
2022-02-10,94.900002,95.400002,93.0,94.449997,94.449997,13257124
2022-02-11,92.75,92.75,86.5,88.699997,88.699997,39976783
2022-02-14,87.0,87.0,80.550003,82.449997,82.449997,35049550
2022-02-15,83.5,84.650002,75.75,82.699997,82.699997,106216252
2022-02-16,85.0,87.0,84.25,84.949997,84.949997,33106605
2022-02-17,86.5,90.099998,85.900002,89.150002,89.150002,29566401
2022-02-18,88.099998,88.400002,85.199997,85.900002,85.900002,15037123
2022-02-21,84.199997,84.800003,80.650002,81.550003,81.550003,18853339
2022-02-22,78.0,80.550003,77.0,79.699997,79.699997,28814770
2022-02-23,82.0,85.150002,81.199997,84.150002,84.150002,19847603
2022-02-24,78.650002,81.5,78.099998,78.5,78.5,22035319
2022-02-25,82.0,83.400002,78.150002,78.800003,78.800003,22876044
2022-02-28,79.0,80.949997,76.550003,79.949997,79.949997,41975659
2022-03-02,80.0,82.0,79.0,79.849998,79.849998,20353225
2022-03-03,81.5,83.199997,81.199997,82.199997,82.199997,16067224
2022-03-04,80.5,82.900002,79.5,80.199997,80.199997,15145236
2022-03-07,79.0,79.650002,78.0,79.0,79.0,9764606
2022-03-08,79.25,80.599998,77.599998,78.150002,78.150002,12381953
2022-03-09,79.449997,80.650002,78.900002,80.349998,80.349998,11887757
2022-03-10,82.550003,83.949997,81.699997,82.199997,82.199997,13476206
2022-03-11,82.400002,82.400002,79.5,79.900002,79.900002,18964704
2022-03-14,80.699997,80.699997,79.0,79.300003,79.300003,7261365
2022-03-15,79.300003,79.599998,76.0,76.550003,76.550003,18900800
2022-03-16,80.0,80.0,75.5,75.949997,75.949997,42383305
2022-03-17,77.199997,82.0,76.800003,80.849998,80.849998,34440238
2022-03-21,82.0,83.300003,79.25,80.400002,80.400002,28669864
2022-03-22,80.949997,81.900002,79.300003,81.150002,81.150002,23798591
2022-03-23,82.0,82.0,80.199997,80.75,80.75,12522850
2022-03-24,80.699997,82.349998,80.050003,80.349998,80.349998,12996477
2022-03-25,81.0,81.849998,80.25,80.599998,80.599998,13585986
2022-03-28,80.599998,81.0,79.150002,79.650002,79.650002,10034667
2022-03-29,80.050003,80.5,78.050003,78.199997,78.199997,13466521
2022-03-30,79.0,86.0,78.5,85.050003,85.050003,41305975
2022-03-31,88.699997,88.699997,81.75,82.300003,82.300003,34672910
2022-04-01,82.099998,85.599998,82.050003,84.300003,84.300003,15586812
2022-04-04,84.400002,87.699997,84.400002,86.25,86.25,18040882
2022-04-05,83.0,85.150002,82.349998,83.900002,83.900002,28433443
2022-04-06,83.75,85.300003,83.150002,84.550003,84.550003,10697018
2022-04-07,84.800003,85.25,82.25,82.5,82.5,9709022
2022-04-08,83.5,85.5,82.75,83.400002,83.400002,14851737
2022-04-11,83.150002,85.849998,83.0,84.449997,84.449997,17609808
2022-04-12,84.300003,84.300003,81.0,81.5,81.5,12913673
2022-04-13,82.5,88.300003,82.150002,83.900002,83.900002,52988189
2022-04-18,83.699997,84.400002,82.550003,82.900002,82.900002,14209908
2022-04-19,83.099998,83.900002,79.449997,80.449997,80.449997,13439870
2022-04-20,81.599998,82.300003,80.0,80.300003,80.300003,12797463
2022-04-21,81.099998,81.849998,80.650002,80.800003,80.800003,6780602
2022-04-22,80.699997,81.800003,80.199997,81.199997,81.199997,7211263
2022-04-25,80.5,81.599998,78.599998,78.75,78.75,16717052
