Date,Open,High,Low,Close,Adj Close,Volume
2022-05-03,218644.859375,218798.1875,211191.296875,212845.59375,212845.59375,996073343324
2022-05-04,212819.203125,224997.53125,212524.21875,223494.296875,223494.296875,1382225731895
2022-05-05,223462.515625,224126.3125,206934.78125,210430.390625,210430.390625,1733135833232
2022-05-06,210408.84375,210886.953125,203677.578125,207387.046875,207387.046875,1618138949356
2022-05-07,207387.984375,207515.796875,200041.390625,202855.53125,202855.53125,1028807261176
2022-05-08,202857.75,203066.1875,192261.9375,193738.046875,193738.046875,1600895764300
2022-05-09,193818.71875,194680.9375,173164.484375,173720.09375,173720.09375,2810984758977
2022-05-10,173505.0,189154.703125,170824.078125,181086.84375,181086.84375,2951937362473
2022-05-11,181028.375,188638.34375,156281.4375,160419.859375,160419.859375,3541392117402
2022-05-12,160450.5,168034.359375,135437.546875,151922.109375,151922.109375,3288544109291
2022-05-13,151799.8125,165719.203125,150397.015625,156090.21875,156090.21875,1922912466660
2022-05-14,156079.5625,159887.96875,151607.984375,159333.46875,159333.46875,1197712287621
2022-05-15,159326.4375,166378.6875,155605.5,166263.40625,166263.40625,1150372195735
2022-05-16,166273.5,166273.5,154821.125,157379.90625,157379.90625,1669678634437
2022-05-17,157392.078125,163843.484375,156226.03125,161740.5,161740.5,1432162207015
2022-05-18,161744.40625,162662.578125,149155.0625,149155.0625,149155.0625,1380610067482
2022-05-19,149115.625,157045.890625,148314.703125,156262.296875,156262.296875,1450430689809
2022-05-20,156236.28125,159604.234375,150031.71875,152626.84375,152626.84375,1236730722236
2022-05-21,152603.671875,154500.734375,151299.984375,153654.25,153654.25,665101754065
2022-05-22,153666.109375,159333.453125,152994.390625,158996.734375,158996.734375,851423452737
2022-05-23,158932.515625,161356.28125,152292.90625,152897.4375,152897.4375,1274120540634
2022-05-24,152913.640625,154485.296875,148939.859375,153329.703125,153329.703125,1011652388559
2022-05-25,153306.015625,156243.578125,150884.90625,150717.25,150717.25,1035704849941
2022-05-26,150733.1875,152063.046875,136503.328125,140038.625,140038.625,1821108260519
2022-05-27,139932.3125,140984.65625,133728.84375,134013.046875,134013.046875,1978879382540
2022-05-28,136931.109375,139882.546875,133990.765625,139256.75,139256.75,1002050898562
2022-05-29,139238.75,141304.765625,137199.5625,140780.75,140780.75,826844022784
2022-05-30,140769.484375,155511.421875,140192.765625,154831.3125,154831.3125,1518563165468
2022-05-31,154828.734375,155536.34375,150163.078125,150723.203125,150723.203125,1424964123640
2022-06-01,150701.6875,152245.09375,137771.28125,141478.78125,141478.78125,1632184741260
2022-06-02,141389.0,142790.21875,138775.65625,141926.390625,141926.390625,1320491193487
2022-06-03,141925.1875,142543.109375,135719.34375,137913.671875,137913.671875,1155937483415
2022-06-04,137924.71875,140648.328125,136084.34375,139973.15625,139973.15625,674219539404
2022-06-05,139989.4375,141857.234375,138071.53125,140254.421875,140254.421875,687625929631
2022-06-06,140287.90625,148662.890625,140237.71875,144692.25,144692.25,1285488160617
2022-06-07,144695.6875,144670.4375,134514.734375,140898.578125,140898.578125,1865658577210
2022-06-08,140902.65625,142182.203125,137493.875,139407.109375,139407.109375,1402290917413
2022-06-09,139402.484375,142061.390625,138340.125,139282.390625,139282.390625,934845547910
2022-06-10,139271.796875,139812.546875,130043.609375,130169.335938,130169.335938,1446659898068
2022-06-11,130183.078125,131285.09375,117815.484375,119584.195313,119584.195313,1651648216328
2022-06-12,119625.335938,120369.210938,112276.265625,112983.914063,112983.914063,1834448893197
2022-06-13,112875.9375,113581.0625,92381.609375,94151.210938,94151.210938,3529961824376
2022-06-14,94149.0625,97716.84375,85496.210938,94492.4375,94492.4375,2599095580748
2022-06-15,94469.28125,96333.78125,80034.507813,96067.273438,96067.273438,2924380973176
2022-06-16,96098.203125,97230.734375,82561.523438,83259.445313,83259.445313,1474381339205
2022-06-17,83279.484375,86832.351563,82724.71875,84706.78125,84706.78125,1137575637024
2022-06-18,84695.765625,85380.960938,69862.09375,77465.515625,77465.515625,1688290147826
2022-06-19,77447.101563,89056.296875,73526.859375,87913.953125,87913.953125,1699211694198
2022-06-20,87913.9375,90423.242188,83146.695313,87881.960938,87881.960938,1538397987531
2022-06-21,87871.789063,92576.296875,86716.96875,87888.335938,87888.335938,1221415653114
2022-06-22,87931.179688,88000.625,82084.460938,82214.148438,82214.148438,1173727840194
2022-06-23,82206.90625,89590.039063,82120.140625,89347.210938,89347.210938,1145403518937
2022-06-24,89332.984375,96924.875,88856.851563,96003.671875,96003.671875,1328848949086
2022-06-25,95994.273438,97533.46875,92694.9375,97302.828125,97302.828125,976743493778
2022-06-26,97266.882813,99547.453125,93856.59375,93889.875,93889.875,946590275551
2022-06-27,93880.59375,96746.210938,92584.023438,93633.804688,93633.804688,979905738881
2022-06-28,93600.328125,97105.546875,90235.429688,90505.828125,90505.828125,1108863236878
2022-06-29,90501.492188,91073.625,86179.617188,86705.023438,86705.023438,1213954950273
2022-06-30,86737.3125,87079.523438,79770.351563,84277.375,84277.375,1291108744946
2022-07-01,84357.765625,87134.695313,82114.359375,83669.585938,83669.585938,1381597613205
2022-07-02,83697.523438,84718.46875,81632.242188,84202.140625,84202.140625,784424849428
2022-07-03,84198.5625,85538.351563,82425.179688,84774.929688,84774.929688,675602922202
2022-07-04,84777.085938,91013.09375,82806.023438,90864.3125,90864.3125,1079176543501
2022-07-05,90820.953125,92187.789063,86156.757813,90046.875,90046.875,1285414803228
2022-07-06,90069.203125,94347.007813,88361.109375,93820.867188,93820.867188,1215156041214
2022-07-07,93819.835938,98821.210938,92090.632813,98044.445313,98044.445313,1127389991932
2022-07-08,98043.40625,99992.945313,95332.664063,96983.375,96983.375,1294368759523
2022-07-09,96967.554688,97473.984375,95941.859375,96538.75,96538.75,699767949109
2022-07-10,96532.882813,96532.882813,91794.804688,92691.226563,92691.226563,871423091750
2022-07-11,92670.390625,92754.429688,87028.6875,87206.21875,87206.21875,958837545921
2022-07-12,87208.023438,87208.023438,82507.546875,82511.890625,82511.890625,1000075788951
2022-07-13,82511.484375,88872.671875,81345.554688,88872.671875,88872.671875,1460684883380
2022-07-14,88866.976563,96069.703125,86178.4375,95177.265625,95177.265625,1333062761511
2022-07-15,95189.132813,101708.34375,94519.890625,98305.914063,98305.914063,1388052840503
2022-07-16,98279.015625,109850.703125,95314.546875,107919.984375,107919.984375,1465182096194
2022-07-17,107966.148438,109977.734375,106010.992188,106716.976563,106716.976563,1281885875440
2022-07-18,106730.554688,126345.585938,106730.554688,126345.585938,126345.585938,2196070582635
2022-07-19,126318.851563,128611.664063,120035.296875,123216.054688,123216.054688,2216289747117
2022-07-20,123214.382813,128971.109375,120050.96875,121626.0,121626.0,1835566689540
2022-07-21,121639.898438,127301.976563,117773.367188,125787.007813,125787.007813,1596285367743
2022-07-22,125786.671875,131142.46875,121703.921875,122803.3125,122803.3125,1511760136159
2022-07-23,122727.609375,127134.835938,119468.78125,123751.6875,123751.6875,1198045058044
2022-07-24,123745.703125,132120.8125,123701.664063,127761.476563,127761.476563,1375311064375
2022-07-25,127735.96875,128229.734375,115229.945313,115229.945313,115229.945313,1641097336686
2022-07-26,115211.421875,115211.421875,108830.273438,115115.953125,115115.953125,1456193502354
2022-07-27,115269.257813,130694.59375,113647.351563,130649.335938,130649.335938,1837096725013
2022-07-28,130649.28125,141208.359375,127794.664063,137298.4375,137298.4375,2166848788707
2022-07-29,137310.828125,139374.015625,131898.828125,136801.984375,136801.984375,1841246616493
2022-07-30,136774.671875,137642.25,132897.765625,134312.296875,134312.296875,1233618762420
2022-07-31,134305.59375,138265.21875,132499.984375,133167.859375,133167.859375,1124628032858
2022-08-01,133162.171875,134630.65625,127386.6875,129108.4375,129108.4375,1278405093016
2022-08-02,129065.015625,131316.375,123384.242188,128357.257813,128357.257813,1605586929975
2022-08-03,128365.578125,132779.625,125497.46875,128083.007813,128083.007813,1328101344209
2022-08-04,128083.976563,131731.515625,125801.835938,127297.9375,127297.9375,1145173922999
2022-08-05,127243.960938,137559.71875,127162.859375,137559.71875,137559.71875,1472791757046
2022-08-06,137592.0,138518.359375,134329.15625,134329.15625,134329.15625,933658143175
2022-08-07,134338.671875,137019.171875,132840.296875,134946.875,134946.875,814127136425
2022-08-08,134974.09375,143813.671875,134747.046875,141334.8125,141334.8125,1340612749562
2022-08-09,141379.015625,142270.03125,133295.421875,135524.421875,135524.421875,1302592624713
2022-08-10,135515.0,147831.453125,132506.0,146469.21875,146469.21875,1859790924052
2022-08-11,146476.0,153418.25,146476.0,149772.25,149772.25,1896967706173
2022-08-12,149746.375,155875.640625,148320.25,155851.21875,155851.21875,1367061369943
2022-08-13,155858.203125,160350.9375,155162.34375,157769.46875,157769.46875,1277148310691
2022-08-14,157804.96875,161070.4375,152806.5625,154223.390625,154223.390625,1119786916469
2022-08-15,154220.078125,159908.921875,149744.5,151487.34375,151487.34375,1618901138195
2022-08-16,151376.375,152012.1875,147592.765625,148647.671875,148647.671875,1237655606299
2022-08-17,148631.4375,154931.640625,144845.921875,145463.25,145463.25,1611643359460
2022-08-18,145520.0625,149724.21875,144988.015625,147330.1875,147330.1875,1196452594279
2022-08-19,147337.15625,147337.15625,128775.148438,128906.882813,128906.882813,2070386967727
2022-08-20,128879.96875,132054.390625,122618.25,126031.140625,126031.140625,1465264818913
2022-08-21,125994.367188,131148.953125,125395.21875,129421.210938,129421.210938,1266721122165
2022-08-22,129409.054688,129634.164063,122650.203125,129612.351563,129612.351563,1482414798769
2022-08-23,129646.984375,133094.359375,125380.09375,132782.734375,132782.734375,1463131428452
2022-08-24,132776.78125,134568.734375,128589.4375,132228.578125,132228.578125,1339070402202
2022-08-25,132250.703125,137234.578125,132212.234375,135518.671875,135518.671875,1183775043094
2022-08-26,135508.09375,135558.34375,119840.710938,120561.28125,120561.28125,2136009857292
2022-08-27,120591.195313,121310.273438,116284.90625,119252.398438,119252.398438,1448947154878
2022-08-28,119237.34375,120403.585938,114385.632813,114385.632813,114385.632813,1025364542385
2022-08-29,114377.007813,124455.1875,114160.367188,124193.515625,124193.515625,1436694697291
2022-08-30,124205.640625,127173.757813,117852.484375,121424.960938,121424.960938,1739953828057
2022-08-31,121460.625,128305.882813,121460.625,123594.007813,123594.007813,1638046597593
2022-09-01,123599.6875,126994.265625,121108.367188,126445.320313,126445.320313,1310091951730
2022-09-02,126432.65625,130906.640625,123730.359375,125743.351563,125743.351563,1411802267133
2022-09-03,125742.8125,125921.445313,122909.273438,124121.125,124121.125,758725621521
2022-09-04,124122.984375,125806.382813,123070.851563,125777.0625,125777.0625,708286132317
2022-09-05,125796.390625,129883.71875,124436.273438,129525.054688,129525.054688,1046057923764
2022-09-06,129529.625,134098.90625,124776.460938,124776.460938,124776.460938,1833283654364
2022-09-07,124709.210938,131505.3125,119887.773438,129820.007813,129820.007813,1557958530525
2022-09-08,129811.945313,131991.34375,127813.46875,130340.96875,130340.96875,1404437916500
2022-09-09,130328.21875,138134.4375,130140.828125,136935.578125,136935.578125,1612423811107
2022-09-10,136925.6875,142147.828125,136235.53125,141487.15625,141487.15625,1045971005493
2022-09-11,141469.015625,142005.21875,137818.953125,140338.046875,140338.046875,992857219157
2022-09-12,140360.75,141564.125,134859.03125,135996.796875,135996.796875,1403672197881
2022-09-13,136012.453125,138169.765625,124501.414063,125835.070313,125835.070313,1836182443802
2022-09-14,125363.039063,130478.84375,124501.414063,129887.914063,129887.914063,1422001121039
2022-09-15,129913.976563,131015.921875,117070.296875,117513.78125,117513.78125,2151642910202
2022-09-16,117532.539063,118149.757813,112793.085938,114151.328125,114151.328125,1335982225152
2022-09-17,114185.5,117387.75,112764.296875,117123.273438,117123.273438,860497243671
2022-09-18,117120.382813,117120.382813,106106.414063,106412.046875,106412.046875,1256092544768
2022-09-19,106407.390625,110651.484375,102568.007813,109800.726563,109800.726563,1491548440668
2022-09-20,109806.914063,110153.492188,105223.0,105636.71875,105636.71875,1174291035609
2022-09-21,105622.945313,110712.328125,98416.710938,100272.382813,100272.382813,1652531378543
2022-09-22,100189.09375,108312.21875,99340.804688,107624.992188,107624.992188,1496536501088
2022-09-23,107608.867188,109741.515625,103015.632813,107919.03125,107919.03125,1525123294830
2022-09-24,107917.820313,109376.914063,106645.851563,107080.757813,107080.757813,982922677928
2022-09-25,107076.3125,108330.15625,103645.210938,105161.640625,105161.640625,959024942352
2022-09-26,105175.398438,109018.976563,104618.695313,108983.5,108983.5,1308675773286
2022-09-27,108984.867188,113886.132813,107022.6875,108704.484375,108704.484375,1460472035415
2022-09-28,108656.570313,110025.1875,103857.007813,108903.960938,108903.960938,1546741222370
2022-09-29,108915.65625,109853.984375,105723.539063,108830.101563,108830.101563,1124184531927
2022-09-30,108829.617188,111362.78125,107436.273438,108414.054688,108414.054688,1163355371440
2022-10-01,108431.609375,108784.515625,106628.117188,107080.554688,107080.554688,508440790612
2022-10-02,107089.453125,107463.078125,103967.375,104029.125,104029.125,617798972981
2022-10-03,104034.820313,108171.5625,103626.195313,107854.140625,107854.140625,827428026491
2022-10-04,107841.023438,111147.804688,107744.664063,110978.25,110978.25,826130610957
2022-10-05,110965.726563,111004.742188,107760.640625,110458.40625,110458.40625,798078615151
2022-10-06,110455.914063,112490.648438,111135.359375,111321.453125,111321.453125,991032703439
2022-10-07,111331.90625,111925.046875,109423.539063,110365.179688,110365.179688,833349578267
2022-10-08,110353.117188,110649.921875,108257.796875,108955.804688,108955.804688,480769985076
2022-10-09,108952.460938,109963.640625,108445.9375,109554.679688,109554.679688,454438409038
2022-10-10,109555.875,110636.484375,106433.546875,106433.546875,106433.546875,724852162748
2022-10-11,106414.757813,106548.335938,104815.046875,105276.0,105276.0,763080010160
2022-10-12,105288.890625,107181.851563,105107.484375,106441.617188,106441.617188,686835529897
2022-10-13,106442.523438,106714.921875,99869.828125,105873.921875,105873.921875,1438286915093
2022-10-14,105867.742188,110148.25,105648.25,106948.640625,106948.640625,1080989513779
2022-10-15,106939.070313,107222.632813,104561.945313,105089.773438,105089.773438,560412613138
2022-10-16,105100.8125,108178.101563,105100.8125,107655.890625,107655.890625,617407697704
2022-10-17,107656.960938,109781.101563,106851.328125,109459.992188,109459.992188,772729288533
2022-10-18,109456.398438,110036.242188,106311.4375,107832.296875,107832.296875,857159270472
2022-10-19,107841.851563,107996.484375,106565.523438,106713.171875,106713.171875,693084119179
2022-10-20,106706.203125,107982.34375,105864.640625,106282.335938,106282.335938,746188286769
2022-10-21,106281.273438,107742.5625,104706.726563,107298.882813,107298.882813,859463547927
2022-10-22,107295.242188,108714.84375,106968.75,108483.570313,108483.570313,592258464863
2022-10-23,108479.460938,112894.0,107543.390625,112541.039063,112541.039063,817946411286
2022-10-24,112544.726563,112952.101563,109979.515625,111314.4375,111314.4375,1083584775442
2022-10-25,111290.671875,124579.273438,110651.25,120507.820313,120507.820313,2091420485704
2022-10-26,120463.945313,129911.6875,120405.859375,128536.546875,128536.546875,2683485080923
2022-10-27,128559.085938,129193.109375,124555.742188,124849.078125,124849.078125,1880805333499
2022-10-28,124844.8125,129102.421875,123171.921875,127996.695313,127996.695313,1643665801881
2022-10-29,127979.976563,135970.734375,127544.59375,133281.265625,133281.265625,1778908234663
2022-10-30,133281.21875,134708.078125,129967.882813,130897.546875,130897.546875,1146235562594
2022-10-31,130872.6875,135010.453125,128826.195313,130109.40625,130109.40625,1597246022397
2022-11-01,130103.695313,132828.546875,129503.046875,130617.46875,130617.46875,1199533327893
2022-11-02,130600.382813,132983.6875,124957.21875,125991.945313,125991.945313,1927894594210
2022-11-03,125993.023438,128970.078125,125775.679688,126630.851563,126630.851563,1178081445540
2022-11-04,126618.9375,136292.65625,126442.890625,134813.671875,134813.671875,1705108797736
2022-11-05,134818.84375,136075.109375,133247.6875,133411.90625,133411.90625,902020902569
2022-11-06,133406.40625,133917.078125,128905.609375,128905.609375,128905.609375,953754534741
2022-11-07,128887.75,131200.203125,127560.289063,128351.953125,128351.953125,1250302207983
2022-11-08,128330.546875,128856.976563,102484.859375,108500.078125,108500.078125,3422936599603
2022-11-09,108523.4375,108756.179688,88118.851563,89492.273438,89492.273438,3161395487287
2022-11-10,89487.1875,108430.890625,88919.023438,104584.9375,104584.9375,2300287651875
2022-11-11,104538.085938,104882.484375,97545.40625,103683.273438,103683.273438,1685110679551
2022-11-12,103700.773438,103758.164063,100053.0625,101108.289063,101108.289063,883196500745
2022-11-13,101122.210938,102432.820313,97342.914063,98390.453125,98390.453125,863053411472
2022-11-14,98396.59375,104281.101563,94993.234375,100560.445313,100560.445313,1217155924248
2022-11-15,100566.398438,103639.976563,100352.476563,101480.257813,101480.257813,956483676766
2022-11-16,101486.140625,102644.742188,97137.296875,99066.195313,99066.195313,973021079486
2022-11-17,99086.25,99778.90625,97203.148438,97896.21875,97896.21875,792722742034
2022-11-18,97895.695313,100012.84375,97895.695313,98826.835938,98826.835938,650523336561
2022-11-19,98819.929688,100093.414063,97862.953125,99326.273438,99326.273438,487387953528
2022-11-20,99327.046875,99786.945313,92764.484375,93134.054688,93134.054688,786751186448
2022-11-21,93128.273438,93128.273438,88667.820313,90583.429688,90583.429688,1150737700383
2022-11-22,90546.070313,92864.570313,88266.46875,92760.96875,92760.96875,983906336623
2022-11-23,92781.242188,96735.296875,92448.34375,96588.664063,96588.664063,917778443972
2022-11-24,96600.546875,98979.664063,96415.023438,98312.03125,98312.03125,792580145493
2022-11-25,98297.023438,98297.023438,95741.976563,97916.148438,97916.148438,447821177169
2022-11-26,97905.085938,100212.085938,97848.523438,98485.5625,98485.5625,414406185317
2022-11-27,98486.164063,99665.820313,97597.664063,97604.835938,97604.835938,366446976613
